id,CapShape,CapSurf,CapColor,Bruises,Odor,GillAtt,GillSpace,GillSize,GillColor,StalkShape,StalkRoot,SsurfAbove,SsurfBelow,ScolorAbove,ScolorBelow,VeilType,VeilColor,RingNum,RingType,Spore,Pop,Habitat,classes
1674,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1675,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1676,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1677,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1678,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1679,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1680,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1681,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1682,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1683,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1684,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1685,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1686,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1687,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1688,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1689,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1690,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1691,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1692,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1693,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1694,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1695,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1696,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1697,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1698,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1699,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1700,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1701,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1702,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1703,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1704,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1705,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1706,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1707,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1708,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1709,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1710,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1711,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,NULL
1712,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1713,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1714,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1715,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1716,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1717,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1718,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1719,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1720,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1721,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1722,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1723,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,NULL
1724,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1725,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1726,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1727,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1728,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1729,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1730,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1731,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1732,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1733,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1734,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1735,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1736,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,NULL
1737,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1738,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1739,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1740,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1741,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1742,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1743,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1744,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,NULL
1745,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1746,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1747,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1748,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1749,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1750,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1751,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1752,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1753,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1754,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1755,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1756,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1757,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1758,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1759,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1760,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1761,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1762,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,NULL
1763,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1764,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1765,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1766,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1767,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1768,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1769,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1770,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1771,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1772,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1773,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
1774,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES,EDIBLE
1775,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES,EDIBLE
1776,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES,EDIBLE
1777,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES,EDIBLE
